Package Name,Reviewer name,Review,Rating
com.google.android.calendar,Anx Lugun,Nice,5
com.google.android.calendar,Jenn A.,"cannot get it to sync anymore for the life of me, been great for a while ....",2
com.google.android.calendar,Mahammad Amme,App,5
com.google.android.calendar,Jaason Roloff,"Phone app is complete sh;t. Factory Samsung calendar is horrible, but still way way better than this Google turd they are calling a calendar.",1
com.google.android.calendar,Dontay Wiley,Great application,5
com.google.android.calendar,William Lobato,"I've tried several calenders apps, none can compare with this one, it packs a lot of useful choices.",5
com.google.android.calendar,thingsgroovy,I used to love this but now I can not put a color to the appointments for my family. Everyone had a discolor so I could tell who needs the go where. Now I can not put the color in when I put the appointment in the calendar.,1
com.google.android.calendar,Dewitt Lockett,Love being on Google because it will help with our country and a round the world together,5
com.google.android.calendar,Cameron,"Good and responsive app on most fronts, a good addition however would be a 'fortnightly' calendar view. This would be great because I find the monthly view too crowded when my calendar gets busy, but I also like to stay zoomed out as much as possible.",4
com.google.android.calendar,Ekrame Ekrame,Good Good,5
com.google.android.calendar,Kyra Grimmett,Cool,4
com.google.android.calendar,Adnan Express,I Really Won't Google to work about the app,3
com.google.android.calendar,Godwin Nwachukwu,Helpful,5
com.google.android.calendar,Lalchan Ali,Lalchan. Ali,5
com.google.android.calendar,Precious Chukwu,Good,5
com.google.android.calendar,Michael P Monaghan,Application full content all features,5
com.google.android.calendar,Moon Child Pink,Love this app! It helps so much for appoints & travelling. Reminds you when u should be leaving for appt.,5
com.google.android.calendar,Lg Cacher,I do not use this app just came with the phone as blot ware,2
com.google.android.calendar,Sandip Sarkar,Every day show notification from this app that my device is not secured. What is it?,1
com.google.android.calendar,AGS 4 TOPAR,Gd,5
com.google.android.calendar,Anjali Kumat,Hfh,5
com.google.android.calendar,Jugal Kerketta,Good,2
com.google.android.calendar,Angelo Kirusis,Goodapp,5
com.google.android.calendar,Amir George,The colors of the schedule became so pale after the last update...,4
com.google.android.calendar,Wahab Salih,Experience,5
com.google.android.calendar,Kabir Singhaniya,Kabir khushi,5
com.google.android.calendar,Oredi DUNIA,Its ok,5
com.google.android.calendar,Nor Atiqah,Loveit,5
com.google.android.calendar,Dinesh Chandra Yadav,Good,3
com.google.android.calendar,Resonance of Illumination - Ambition of Void,What a sad regression. I don't care about the schedule-view. It's useless. Also I seem to be stupid or something but aren't digital calendars supposed to AUTOMATICALLY notify you when something is coming up? Why do I need to manually assign notifications to every little thing? Who signed off on this and what is up with this worrying trend of over-development where products no longer properly do the things they were initially designed for? Just why do people keep ruining perfectly good things?,1
com.google.android.calendar,Ali Hasan,Alhamdulillah.,5
com.google.android.calendar,Tina Martin,Good,5
com.google.android.calendar,Victoria Howard,"""GREAT""!! 🤷‍♀️",5
